"date","swe","Q"
2017-05-16,16.2,1010
2017-06-16,18,1620
2017-07-16,16.7,599
2017-08-16,13.5,180
2017-09-16,0,61.1
2017-10-16,0,77.1
2017-11-16,0,62.7
2017-12-16,0,92.3
2017-01-17,0,0
2017-02-17,0.7,26.9
2017-03-17,6,32.4
2017-04-17,13.7,149
2017-05-17,16.2,917
2017-06-17,17.9,1980
2017-07-17,16.3,601
2017-08-17,13.2,161
2017-09-17,0,58.8
2017-10-17,0,86.5
2017-11-17,0,72.3
2017-12-17,0,95
2017-01-18,0.2,0
2017-02-18,1.1,25.2
2017-03-18,5.9,42.2
2017-04-18,13.7,138
2017-05-18,16.2,1090
2017-06-18,17.7,2020
2017-07-18,15.9,599
2017-08-18,13.1,142
2017-09-18,0,49.3
2017-10-18,0,80.7
2017-11-18,0,76.3
2017-12-18,0,98.9
2017-01-19,0.3,0
2017-02-19,1.1,25.4
2017-03-19,6.2,52.6
2017-04-19,13.8,154
2017-05-19,16.2,995
2017-06-19,17.3,2050
2017-07-19,15.5,549
2017-08-19,14.3,124
2017-09-19,0,58.6
2017-10-19,0,84.4
2017-11-19,0,46.6
2017-12-19,0,97.5
2017-01-20,0.3,0
2017-02-20,1.4,27.2
2017-03-20,6.4,61.7
2017-04-20,13.9,156
2017-05-20,16.4,984
2017-06-20,17,1970
2017-07-20,15.5,507
2017-08-20,14.9,113
2017-09-20,0,50.6
2017-10-20,0,111
2017-11-20,0,57.9
2017-12-20,0,101
2017-01-21,0.3,0
2017-02-21,1.4,28
2017-03-21,6.5,81.5
2017-04-21,13.9,154
2017-05-21,16.5,1180
2017-06-21,16.9,2100
2017-07-21,16,502
2017-08-21,15,107
2017-09-21,0,45
2017-10-21,0,129
2017-11-21,0,63.2
2017-12-21,0,140
2017-01-22,0,0
2017-02-22,1.8,29
2017-03-22,6.7,81.8
2017-04-22,14,110
2017-05-22,16.6,1500
2017-06-22,16.9,2030
2017-07-22,17,538
2017-08-22,15.3,116
2017-09-22,0,52.5
2017-10-22,0,172
2017-11-22,0,67.7
2017-12-22,0,99.7
2017-01-23,0,0
2017-02-23,1.9,30.6
2017-03-23,7.1,94.7
2017-04-23,14.1,81.7
2017-05-23,16.6,1650
2017-06-23,16.6,1800
2017-07-23,17,490
2017-08-23,15.7,121
2017-09-23,0,74.8
2017-10-23,0,169
2017-11-23,0,72.4
2017-12-23,0,0
2017-01-24,0,0
2017-02-24,2,28.8
2017-03-24,7.1,126
2017-04-24,14.4,94.8
2017-05-24,16.9,1710
2017-06-24,16.5,1630
2017-07-24,17,443
2017-08-24,15.9,119
2017-09-24,0,77.2
2017-10-24,0,124
2017-11-24,0,77.1
2017-12-24,0.2,0
2017-01-25,0,0
2017-02-25,2,37.4
2017-03-25,7.1,121
2017-04-25,14.4,148
2017-05-25,16.9,2380
2017-06-25,16.6,1420
2017-07-25,17.6,408
2017-08-25,15.3,114
2017-09-25,0,86.8
2017-10-25,0,105
2017-11-25,0,79.8
2017-12-25,0.4,0
2017-01-26,0,0
2017-02-26,2.1,43
2017-03-26,7.5,113
2017-04-26,14.4,155
2017-05-26,16.9,2520
2017-06-26,17,1410
2017-07-26,17.6,492
2017-08-26,15.1,103
2017-09-26,0,77.2
2017-10-26,0,103
2017-11-26,0,77.6
2017-12-26,0,0
2017-01-27,0,0
2017-02-27,2.2,36.8
2017-03-27,7.5,114
2017-04-27,14.4,137
2017-05-27,17,2620
2017-06-27,17.1,1350
2017-07-27,18,575
2017-08-27,14.5,90.1
2017-09-27,0,100
2017-10-27,0,97.7
2017-11-27,0,80
2017-12-27,0,0
2017-01-28,0,0
2017-02-28,2.2,37.5
2017-03-28,7.6,131
2017-04-28,14.5,134
2017-05-28,17.3,2280
2017-06-28,17.1,1340
2017-07-28,18.5,474
2017-08-28,15,78.1
2017-09-28,0,175
2017-10-28,0,99.2
2017-11-28,0,90.9
2017-12-28,0,0
2017-01-29,0,0
2017-03-29,7.6,134
2017-04-29,14.6,113
2017-05-29,NA,2080
2017-06-29,17.7,1230
2017-07-29,18.5,452
2017-08-29,14.8,77.7
2017-09-29,0,187
2017-10-29,0,101
2017-11-29,0,88.7
2017-12-29,0,0
2017-01-30,0,0
2017-03-30,7.6,106
2017-04-30,14.8,81.2
2017-05-30,NA,1970
2017-06-30,17.8,1100
2017-07-30,18.7,452
2017-08-30,14.7,73.2
2017-09-30,0,160
2017-10-30,0,99.5
2017-11-30,0,84.2
2017-12-30,0,0
2017-01-31,0,0
2017-03-31,7.6,87.7
2017-05-31,NA,2040
2017-07-31,NA,410
2017-08-31,14.2,73.7
2017-10-31,0,79.2
2017-12-31,NA,0
2018-01-01,0.2,0
2018-02-01,0.5,0
2018-03-01,4.1,61.4
2018-04-01,6.7,35.4
2018-05-01,9.9,269
2018-06-01,13.3,1650
2018-07-01,18.8,549
2018-08-01,21.1,267
2018-09-01,5,101
2018-10-01,0,49.1
2018-11-01,0,58
2018-12-01,0,43.2
2018-01-02,1.4,0
2018-02-02,0.6,0
2018-03-02,4.1,61.3
2018-04-02,6.7,35.4
2018-05-02,10.2,251
2018-06-02,13.4,1620
2018-07-02,19,488
2018-08-02,20.8,218
2018-09-02,3.8,113
2018-10-02,0,48.1
2018-11-02,0,51.1
2018-12-02,0,39.2
2018-01-03,2.3,0
2018-02-03,0.6,0
2018-03-03,4.1,60.2
2018-04-03,6.6,35.7
2018-05-03,10.3,311
2018-06-03,13.4,1520
2018-07-03,19.2,458
2018-08-03,21.9,190
2018-09-03,2.5,198
2018-10-03,0,41
2018-11-03,0,59.7
2018-12-03,0,46.1
2018-01-04,2.3,0
2018-02-04,0.4,0
2018-03-04,4.3,60.6
2018-04-04,6.8,38.7
2018-05-04,10.3,325
2018-06-04,13.4,1380
2018-07-04,19.4,437
2018-08-04,22.5,188
2018-09-04,1.6,216
2018-10-04,0,31.3
2018-11-04,0,61
2018-12-04,0,48.3
2018-01-05,1.9,0
2018-02-05,1.3,0
2018-03-05,4.8,52.9
2018-04-05,6.9,35
2018-05-05,10.4,364
2018-06-05,13.3,1510
2018-07-05,19.4,436
2018-08-05,22.5,183
2018-09-05,0.2,173
2018-10-05,0,37.7
2018-11-05,0,56.6
2018-12-05,0,12.8
2018-01-06,1.4,0
2018-02-06,2.3,0
2018-03-06,5,56.5
2018-04-06,7,33
2018-05-06,10.8,427
2018-06-06,13.1,1560
2018-07-06,19.4,417
2018-08-06,22.2,193
2018-09-06,0,171
2018-10-06,0,59.7
2018-11-06,0,54.9
2018-12-06,0,44
2018-01-07,1.2,0
2018-02-07,2.5,49
2018-03-07,5.3,61.9
2018-04-07,7.4,34.4
2018-05-07,10.8,497
2018-06-07,13.2,1590
2018-07-07,20.2,398
2018-08-07,21.7,175
2018-09-07,0,137
2018-10-07,0,71.4
2018-11-07,0,44.7
2018-12-07,0,46.1
2018-01-08,1.2,0
2018-02-08,2.5,69.2
2018-03-08,5.5,57.5
2018-04-08,7.6,34.9
2018-05-08,10.8,545
2018-06-08,13.4,1560
2018-07-08,21,377
2018-08-08,21.2,166
2018-09-08,0,103
2018-10-08,0,71.4
2018-11-08,0,37.4
2018-12-08,0,56.6
2018-01-09,1,0
2018-02-09,2.5,69.7
2018-03-09,5.5,60.1
2018-04-09,7.7,34.5
2018-05-09,10.8,695
2018-06-09,13.5,1660
2018-07-09,21.4,365
2018-08-09,20.6,151
2018-09-09,0,66.8
2018-10-09,0,72.6
2018-11-09,0,31.9
2018-12-09,0,72.5
2018-01-10,1.5,0
2018-02-10,2.5,113
2018-03-10,5.5,53.1
2018-04-10,7.7,30.8
2018-05-10,10.8,784
2018-06-10,13.5,1670
2018-07-10,22.1,460
2018-08-10,20.1,139
2018-09-10,0,49.1
2018-10-10,0,68.9
2018-11-10,0,35.6
2018-12-10,0,74.6
2018-01-11,1.6,0
2018-02-11,2.5,106
2018-03-11,5.4,41.3
2018-04-11,7.9,29.5
2018-05-11,11.2,1070
2018-06-11,14.1,1580
2018-07-11,22.2,432
2018-08-11,18.9,111
2018-09-11,0,39
2018-10-11,0,66.8
2018-11-11,0,68.4
2018-12-11,0,31.4
2018-01-12,1.5,0
2018-02-12,2.6,94.9
2018-03-12,5.4,49.8
2018-04-12,8.1,29.2
2018-05-12,11.4,1460
2018-06-12,14.1,1400
2018-07-12,22.2,439
2018-08-12,18.1,103
2018-09-12,0,33.6
2018-10-12,0,49.1
2018-11-12,0,54.3
2018-12-12,0,0
2018-01-13,1.2,0
2018-02-13,2.6,99
2018-03-13,5.4,54.9
2018-04-13,9,33.1
2018-05-13,11.7,1730
2018-06-13,14.1,1290
2018-07-13,22.3,403
2018-08-13,17.3,116
2018-09-13,0,33.8
2018-10-13,0,56.8
2018-11-13,0,54.8
2018-12-13,0,0
2018-01-14,1.1,0
2018-02-14,2.6,90.7
2018-03-14,5.5,58.6
2018-04-14,9.1,31.4
2018-05-14,12.1,1600
2018-06-14,14.1,1240
2018-07-14,22.4,346
2018-08-14,16.9,217
2018-09-14,0,36.5
2018-10-14,0,49.8
2018-11-14,0,51.9
2018-12-14,0,0
2018-01-15,1,0
2018-02-15,2.6,62.3
2018-03-15,5.5,60.7
2018-04-15,9.1,31.7
2018-05-15,12.2,1420
2018-06-15,14.1,1230
2018-07-15,22.9,337
2018-08-15,16.4,242
2018-09-15,0,34.2
2018-10-15,0,37.5
2018-11-15,0,52.2
2018-12-15,0,0
2018-01-16,1.1,0
2018-02-16,2.5,66.5
2018-03-16,5.5,69.7
2018-04-16,9.1,29.6
2018-05-16,12.4,1370
2018-06-16,14.8,1260
2018-07-16,23.2,376
2018-08-16,16.1,230
2018-09-16,0,33.2
2018-10-16,0,19.4
2018-11-16,0,48.3
2018-12-16,0,0
2018-01-17,0.9,0
2018-02-17,2.5,77
2018-03-17,5.5,55.8
2018-04-17,9.1,31.6
2018-05-17,12.5,1600
2018-06-17,14.8,1420
2018-07-17,23.2,350
2018-08-17,15.2,223
2018-09-17,0,32.3
2018-10-17,0,20.2
2018-11-17,0,58.9
2018-12-17,0,0
2018-01-18,0.6,0
2018-02-18,3.6,64.8
2018-03-18,5.5,60.4
2018-04-18,9.1,28.2
2018-05-18,12.6,1610
2018-06-18,14.8,1810
2018-07-18,23.2,339
2018-08-18,14.6,232
2018-09-18,0,23.4
2018-10-18,0,33.7
2018-11-18,0,53.6
2018-12-18,0,0
2018-01-19,0,0
2018-02-19,3.6,76.2
2018-03-19,5.5,61.7
2018-04-19,9.2,34
2018-05-19,12.6,1310
2018-06-19,15.3,1640
2018-07-19,23.2,323
2018-08-19,13.7,210
2018-09-19,0,33.4
2018-10-19,0,45.6
2018-11-19,0,47.7
2018-12-19,0,0
2018-01-20,0,0
2018-02-20,3.7,83.3
2018-03-20,5.5,54.9
2018-04-20,9.2,43.4
2018-05-20,12.6,1180
2018-06-20,15.8,1510
2018-07-20,23.2,300
2018-08-20,13.3,216
2018-09-20,0,52.8
2018-10-20,0,41
2018-11-20,0,55.4
2018-12-20,0,0
2018-01-21,0.3,0
2018-02-21,3.7,80.5
2018-03-21,5.5,53.8
2018-04-21,9.4,61.6
2018-05-21,12.6,1240
2018-06-21,16,1160
2018-07-21,23.4,295
2018-08-21,13,225
2018-09-21,0,52.2
2018-10-21,0,35.5
2018-11-21,0,56.8
2018-12-21,0,0
2018-01-22,0.1,0
2018-02-22,4.2,80.7
2018-03-22,5.5,60.7
2018-04-22,9.7,49.3
2018-05-22,12.6,1350
2018-06-22,16,937
2018-07-22,23.6,308
2018-08-22,12.4,245
2018-09-22,0,51.3
2018-10-22,0,33.5
2018-11-22,0,49.8
2018-12-22,0,0
2018-01-23,0,0
2018-02-23,4.3,73.1
2018-03-23,5.6,82
2018-04-23,9.7,46.6
2018-05-23,12.9,1440
2018-06-23,16.2,989
2018-07-23,23.6,330
2018-08-23,11.8,229
2018-09-23,0,49.9
2018-10-23,0,38
2018-11-23,0,57.8
2018-12-23,0,0
2018-01-24,0,0
2018-02-24,4.3,73.8
2018-03-24,6.3,100
2018-04-24,9.7,65
2018-05-24,13.1,1410
2018-06-24,17.4,885
2018-07-24,23.5,405
2018-08-24,11.2,198
2018-09-24,0,49
2018-10-24,0,40.8
2018-11-24,0,48.6
2018-12-24,0,0
2018-01-25,0,0
2018-02-25,4.3,67.6
2018-03-25,6.4,95.3
2018-04-25,9.9,77.3
2018-05-25,13.1,1590
2018-06-25,17.4,803
2018-07-25,23.3,349
2018-08-25,10.1,125
2018-09-25,0,41.9
2018-10-25,0,40.6
2018-11-25,0,57.3
2018-12-25,0,0
2018-01-26,0,0
2018-02-26,4.3,85.9
2018-03-26,7.1,104
2018-04-26,9.9,76.5
2018-05-26,13.2,1800
2018-06-26,17.4,801
2018-07-26,23.3,329
2018-08-26,9.2,114
2018-09-26,0,49.9
2018-10-26,0,53.6
2018-11-26,0,57.1
2018-12-26,0,0
2018-01-27,0,0
2018-02-27,4.3,83.5
2018-03-27,7.1,61.6
2018-04-27,10.1,89.3
2018-05-27,13.3,1950
2018-06-27,17.4,776
2018-07-27,23,278
2018-08-27,8.2,116
2018-09-27,0,50.8
2018-10-27,0,41.9
2018-11-27,0,58
2018-12-27,0,0
2018-01-28,0.1,0
2018-02-28,4.2,78.8
2018-03-28,7,29.3
2018-04-28,10.1,109
2018-05-28,13.3,1950
2018-06-28,17.5,704
2018-07-28,22.5,236
2018-08-28,7.6,122
2018-09-28,0,51.3
2018-10-28,0,34.4
2018-11-28,0,56.1
2018-12-28,0,0
2018-01-29,0.3,0
2018-03-29,7,22.1
2018-04-29,10.1,152
2018-05-29,NA,1840
2018-06-29,18.2,661
2018-07-29,22.1,246
2018-08-29,7.4,110
2018-09-29,0,52.6
2018-10-29,0,38
2018-11-29,0,48.3
2018-12-29,0,0
2018-01-30,0.4,0
2018-03-30,6.9,30.8
2018-04-30,10.1,210
2018-05-30,NA,1570
2018-06-30,18.5,601
2018-07-30,21.6,206
2018-08-30,7.1,101
2018-09-30,0,50.9
2018-10-30,0,39.6
2018-11-30,0,48.7
2018-12-30,0,0
2018-01-31,0.5,0
2018-03-31,6.8,35.1
2018-05-31,NA,1530
2018-07-31,NA,255
2018-08-31,6.2,101
2018-10-31,0,55
2018-12-31,NA,0
2019-01-01,0,0
2019-02-01,1.3,0
2019-03-01,6.2,37.4
2019-04-01,9.1,67.2
2019-05-01,13,251
2019-06-01,15,596
2019-07-01,21.6,2390
2019-08-01,22.2,570
2019-09-01,22.3,175
2019-10-01,0,60.5
2019-11-01,0,103
2019-12-01,0,0
2019-01-02,0,0
2019-02-02,1.7,0
2019-03-02,6.2,41.1
2019-04-02,9.2,58.6
2019-05-02,13.1,221
2019-06-02,15.7,789
2019-07-02,21.2,2430
2019-08-02,22.5,569
2019-09-02,21.6,157
2019-10-02,0,67.4
2019-11-02,0,92.8
2019-12-02,0,0
2019-01-03,0,0
2019-02-03,1.9,0
2019-03-03,6.2,32.4
2019-04-03,9.2,59
2019-05-03,13.2,200
2019-06-03,16.8,920
2019-07-03,21.4,2110
2019-08-03,22.5,537
2019-09-03,21.2,143
2019-10-03,0,59
2019-11-03,0,97.5
2019-12-03,0,0
2019-01-04,0,0
2019-02-04,3.3,0
2019-03-04,6.3,32.4
2019-04-04,9.3,61.1
2019-05-04,13.2,191
2019-06-04,16.9,1050
2019-07-04,21.4,1800
2019-08-04,22.5,498
2019-09-04,20.5,174
2019-10-04,0,56.9
2019-11-04,0,78.8
2019-12-04,0,0
2019-01-05,0,0
2019-02-05,3.8,0
2019-03-05,6.3,33
2019-04-05,9.4,62.1
2019-05-05,13.3,167
2019-06-05,16.9,1120
2019-07-05,21.7,1630
2019-08-05,22.5,506
2019-09-05,20.4,203
2019-10-05,0,53.6
2019-11-05,0,74.5
2019-12-05,0,0
2019-01-06,0.5,0
2019-02-06,4,0
2019-03-06,6.6,37
2019-04-06,9.4,66.2
2019-05-06,13.3,87.3
2019-06-06,17.1,1150
2019-07-06,22,1550
2019-08-06,22.2,488
2019-09-06,19.4,193
2019-10-06,0,48.4
2019-11-06,0,72.4
2019-12-06,0,0
2019-01-07,0.6,0
2019-02-07,4.1,0
2019-03-07,6.7,42.3
2019-04-07,9.5,76.4
2019-05-07,13.6,114
2019-06-07,17.9,1430
2019-07-07,22,1390
2019-08-07,21.9,457
2019-09-07,18.3,192
2019-10-07,0,42.9
2019-11-07,0,71
2019-12-07,0,0
2019-01-08,0.5,0
2019-02-08,4.1,0
2019-03-08,6.8,39.3
2019-04-08,9.8,83
2019-05-08,13.6,211
2019-06-08,18,1710
2019-07-08,22,1350
2019-08-08,21.7,426
2019-09-08,16.9,173
2019-10-08,0,44.3
2019-11-08,0,66.9
2019-12-08,0,0
2019-01-09,0.8,0
2019-02-09,4.1,0
2019-03-09,6.8,31.5
2019-04-09,9.8,90.3
2019-05-09,13.6,263
2019-06-09,18.8,1820
2019-07-09,22,1420
2019-08-09,21.9,411
2019-09-09,15.7,215
2019-10-09,0,50.2
2019-11-09,0,67.3
2019-12-09,0,0
2019-01-10,0.8,0
2019-02-10,4.1,0
2019-03-10,6.8,26
2019-04-10,9.9,117
2019-05-10,13.6,256
2019-06-10,19.1,1510
2019-07-10,22,1330
2019-08-10,22.2,367
2019-09-10,15.7,213
2019-10-10,0,59.2
2019-11-10,0,58.8
2019-12-10,0,0
2019-01-11,1.2,0
2019-02-11,4.1,0
2019-03-11,6.8,33.8
2019-04-11,9.9,131
2019-05-11,13.6,310
2019-06-11,19.3,1590
2019-07-11,22.5,1300
2019-08-11,22.2,366
2019-09-11,13.9,184
2019-10-11,0,70.7
2019-11-11,0,60.3
2019-12-11,0,0
2019-01-12,1.7,0
2019-02-12,4.2,0
2019-03-12,6.8,38
2019-04-12,10.2,110
2019-05-12,13.6,357
2019-06-12,19.5,1430
2019-07-12,22.9,1300
2019-08-12,22.2,374
2019-09-12,13.4,181
2019-10-12,0,78.6
2019-11-12,0,58.6
2019-12-12,0,0
2019-01-13,1.7,0
2019-02-13,4.3,0
2019-03-13,7,73.8
2019-04-13,10.2,103
2019-05-13,13.7,343
2019-06-13,19.7,1570
2019-07-13,23,1270
2019-08-13,22.2,339
2019-09-13,12.8,163
2019-10-13,0,102
2019-11-13,0,64
2019-12-13,0,0
2019-01-14,1.9,0
2019-02-14,4.3,0
2019-03-14,7.1,60.9
2019-04-14,10.2,95.9
2019-05-14,13.8,388
2019-06-14,20.6,1720
2019-07-14,23.3,1200
2019-08-14,21.8,313
2019-09-14,11.3,130
2019-10-14,0,96.9
2019-11-14,0,73.3
2019-12-14,0,0
2019-01-15,1.9,0
2019-02-15,4.3,0
2019-03-15,7.1,43.9
2019-04-15,10.3,102
2019-05-15,14.2,501
2019-06-15,20.8,1700
2019-07-15,23.4,1210
2019-08-15,21.3,299
2019-09-15,10.1,114
2019-10-15,0,95.7
2019-11-15,0,55.8
2019-12-15,0,0
2019-01-16,1.9,0
2019-02-16,4.3,0
2019-03-16,7.1,49.2
2019-04-16,10.4,102
2019-05-16,14.4,781
2019-06-16,20.9,1660
2019-07-16,23.4,1200
2019-08-16,20.7,284
2019-09-16,9.4,108
2019-10-16,0,88.9
2019-11-16,0,59.7
2019-12-16,0,0
2019-01-17,1.9,0
2019-02-17,4.3,0
2019-03-17,7.1,53.3
2019-04-17,10.4,120
2019-05-17,14.4,952
2019-06-17,21,1680
2019-07-17,23.3,1080
2019-08-17,20.2,276
2019-09-17,9,102
2019-10-17,0,72.1
2019-11-17,0,51.2
2019-12-17,0,0
2019-01-18,1.9,0
2019-02-18,4.7,0
2019-03-18,7.1,73.2
2019-04-18,10.7,91
2019-05-18,14.5,879
2019-06-18,21.1,1820
2019-07-18,23.4,1030
2019-08-18,20.6,277
2019-09-18,8.5,77.5
2019-10-18,0,71
2019-11-18,0,50
2019-12-18,0,0
2019-01-19,1.9,0
2019-02-19,4.7,0
2019-03-19,7.1,80.7
2019-04-19,11.4,96.7
2019-05-19,14.6,755
2019-06-19,21.1,1770
2019-07-19,23.4,924
2019-08-19,20.7,214
2019-09-19,8,61.6
2019-10-19,0,72.6
2019-11-19,0,52.3
2019-12-19,0,0
2019-01-20,1.9,0
2019-02-20,4.7,0
2019-03-20,8,68.6
2019-04-20,11.5,137
2019-05-20,14.7,660
2019-06-20,21.1,2030
2019-07-20,23.2,838
2019-08-20,20.9,205
2019-09-20,5.7,62
2019-10-20,0,73.9
2019-11-20,0,52.6
2019-12-20,0,0
2019-01-21,1.8,0
2019-02-21,4.7,0
2019-03-21,8,79
2019-04-21,11.6,194
2019-05-21,14.7,606
2019-06-21,21.1,2220
2019-07-21,22.6,897
2019-08-21,21.7,208
2019-09-21,4.5,63.2
2019-10-21,0,71.1
2019-11-21,0,57.6
2019-12-21,0,0
2019-01-22,1.8,0
2019-02-22,4.7,0
2019-03-22,8.2,84.9
2019-04-22,11.6,265
2019-05-22,14.7,608
2019-06-22,21.1,2220
2019-07-22,22.2,906
2019-08-22,21.9,212
2019-09-22,5.7,63.6
2019-10-22,0,62.7
2019-12-22,0,0
2019-01-23,1.7,0
2019-02-23,4.7,0
2019-03-23,8.4,88.6
2019-04-23,11.7,189
2019-05-23,14.8,561
2019-06-23,21.3,2020
2019-07-23,22.3,824
2019-08-23,22.1,212
2019-09-23,6,57
2019-10-23,0,73.5
2019-12-23,0,0
2019-01-24,1.6,0
2019-02-24,4.8,0
2019-03-24,8.5,83.9
2019-04-24,12.3,141
2019-05-24,14.8,540
2019-06-24,21.3,1700
2019-07-24,21.9,806
2019-08-24,22.4,214
2019-09-24,6.9,45.2
2019-10-24,0,79.1
2019-12-24,0,0
2019-01-25,1.6,0
2019-02-25,5.6,0
2019-03-25,8.8,81.3
2019-04-25,12.8,126
2019-05-25,14.9,521
2019-06-25,21.6,1790
2019-07-25,21.3,817
2019-08-25,22.3,205
2019-09-25,6.4,41.8
2019-10-25,0,71.9
2019-11-25,0,82
2019-12-25,0,0
2019-01-26,1.7,0
2019-02-26,5.6,0
2019-03-26,8.9,58.7
2019-04-26,12.9,148
2019-05-26,14.9,541
2019-06-26,21.7,1740
2019-07-26,20.9,754
2019-08-26,22.1,208
2019-09-26,5.9,32.9
2019-10-26,0,101
2019-11-26,0,91.5
2019-12-26,0,0
2019-01-27,1.7,0
2019-02-27,5.7,0
2019-03-27,9,62.1
2019-04-27,12.9,241
2019-05-27,14.9,594
2019-06-27,21.8,1690
2019-07-27,21.1,711
2019-08-27,22.1,208
2019-09-27,5,36.6
2019-10-27,0,95.5
2019-11-27,0,59.8
2019-12-27,0,0
2019-01-28,1.5,0
2019-02-28,5.7,16.6
2019-03-28,9,70.9
2019-04-28,13,315
2019-05-28,14.9,617
2019-06-28,21.7,1710
2019-07-28,21,759
2019-08-28,21.9,194
2019-09-28,3.4,43.3
2019-10-28,0,93
2019-11-28,0,52.9
2019-12-28,0,0
2019-01-29,1.3,0
2019-03-29,9,84.3
2019-04-29,13,216
2019-05-29,NA,624
2019-06-29,21.7,1920
2019-07-29,20.9,683
2019-08-29,22.4,182
2019-09-29,1.4,40
2019-10-29,0,125
2019-11-29,0,61.3
2019-12-29,0,0
2019-01-30,0.9,0
2019-03-30,9,83.8
2019-04-30,13,256
2019-05-30,NA,560
2019-06-30,21.8,2130
2019-07-30,21.9,646
2019-08-30,22.5,169
2019-09-30,0.1,32.8
2019-10-30,0,134
2019-11-30,0,24.7
2019-12-30,0,0
2019-01-31,1.3,0
2019-03-31,9.1,68.4
2019-05-31,NA,523
2019-07-31,NA,603
2019-08-31,22.4,173
2019-10-31,0,182
2019-12-31,NA,0
2020-01-01,0,0
2020-02-01,2.7,0
2020-03-01,4,0
2020-04-01,7.8,78.5
2020-05-01,10.3,182
2020-06-01,18.1,2500
2020-07-01,22.2,656
2020-08-01,24.3,89.2
2020-09-01,7.5,113
2020-10-01,0,40.3
2020-11-01,0,59.9
2020-12-01,0,26.5
2020-01-02,0,0
2020-02-02,2.7,0
2020-03-02,4,0
2020-04-02,8.1,73.6
2020-05-02,10.5,253
2020-06-02,18.3,2430
2020-07-02,22.2,592
2020-08-02,23.5,114
2020-09-02,6.4,108
2020-10-02,0,34.1
2020-11-02,0,55.6
2020-12-02,0,39
2020-01-03,0,0
2020-02-03,2.7,0
2020-03-03,4.1,0
2020-04-03,8.1,67.6
2020-05-03,10.5,320
2020-06-03,18.4,2040
2020-07-03,22.4,566
2020-08-03,23.2,134
2020-09-03,5.3,84.9
2020-10-03,0,32.2
2020-11-03,0,47.5
2020-12-03,0,28.6
2020-01-04,0,0
2020-02-04,2.7,0
2020-03-04,4.1,36.5
2020-04-04,8.1,61
2020-05-04,11,354
2020-06-04,18.4,2020
2020-07-04,22.6,561
2020-08-04,23,138
2020-09-04,4.3,39.6
2020-10-04,0,31
2020-11-04,0,57.6
2020-12-04,0,38.3
2020-01-05,0,0
2020-02-05,2.6,0
2020-03-05,4.1,52.9
2020-04-05,8.1,64.9
2020-05-05,11.1,286
2020-06-05,18.4,1950
2020-07-05,22.6,623
2020-08-05,23.1,139
2020-09-05,1.8,28.8
2020-10-05,0,33.3
2020-11-05,0,74.3
2020-12-05,0,33.4
2020-01-06,0,0
2020-02-06,2.6,0
2020-03-06,4.8,49.9
2020-04-06,8.2,63.2
2020-05-06,11.2,223
2020-06-06,18.5,2050
2020-07-06,22.5,587
2020-08-06,23,111
2020-09-06,0,20.6
2020-10-06,0,28.1
2020-11-06,0,88.2
2020-12-06,0,38.9
2020-01-07,0,0
2020-02-07,2.6,0
2020-03-07,4.8,47.8
2020-04-07,8.2,62.1
2020-05-07,12.4,191
2020-06-07,18.5,2040
2020-07-07,22.4,564
2020-08-07,22.6,74.1
2020-09-07,0,16.8
2020-10-07,0,29
2020-11-07,0,80
2020-12-07,0,42.7
2020-01-08,0,0
2020-02-08,2.6,0
2020-03-08,4.8,48.7
2020-04-08,8.2,67.5
2020-05-08,13.9,171
2020-06-08,18.5,1860
2020-07-08,22.4,574
2020-08-08,22.1,41.2
2020-09-08,0,36.1
2020-10-08,0,32
2020-11-08,0,74.5
2020-12-08,0,34.2
2020-01-09,0,0
2020-02-09,2.6,0
2020-03-09,5.3,63.5
2020-04-09,8.2,78.5
2020-05-09,14.2,167
2020-06-09,18.7,1670
2020-07-09,22.4,529
2020-08-09,21.4,57.5
2020-09-09,0.8,60.3
2020-10-09,0,32.3
2020-11-09,0,71.3
2020-01-10,0,0
2020-02-10,2.6,0
2020-03-10,5.3,57
2020-04-10,8.3,88.8
2020-05-10,14.5,272
2020-06-10,18.7,1370
2020-07-10,21.6,504
2020-08-10,21.2,75.2
2020-09-10,1.4,76.3
2020-10-10,0,26
2020-11-10,0,64.7
2020-01-11,0.3,0
2020-02-11,2.6,0
2020-03-11,5.3,49
2020-04-11,8.4,99.1
2020-05-11,14.7,348
2020-06-11,19,1300
2020-07-11,21.1,404
2020-08-11,20.5,85.6
2020-09-11,0.9,88.3
2020-10-11,0,19.9
2020-11-11,0,40.8
2020-01-12,0.4,0
2020-02-12,2.8,0
2020-03-12,5.3,55.1
2020-04-12,8.5,110
2020-05-12,14.7,452
2020-06-12,19.3,1140
2020-07-12,20.9,386
2020-08-12,20.3,92.6
2020-09-12,0.1,98.8
2020-10-12,0,27.9
2020-11-12,0,41.4
2020-01-13,0.4,0
2020-02-13,2.8,0
2020-03-13,5.5,53.9
2020-04-13,8.5,105
2020-05-13,14.9,539
2020-06-13,19.6,1260
2020-07-13,21.3,379
2020-08-13,19.7,71.4
2020-09-13,0,78.5
2020-10-13,0,24.4
2020-11-13,0,40.3
2020-01-14,0,0
2020-02-14,2.8,0
2020-03-14,5.7,47.5
2020-04-14,8.6,79.9
2020-05-14,15,586
2020-06-14,19.6,1480
2020-07-14,21.6,393
2020-08-14,18.9,83.1
2020-09-14,0,69
2020-10-14,0,41.5
2020-11-14,0,32.7
2020-01-15,0,0
